ResponseId,treat1summ,treat2summ,Mention_Anti_Asian,Mention_Racism_Against_POC,Not_Surprised,Anger,Worry/Fear/Anxiety,Sadness,Inattentive,Unsure,Notes
R_30wUNmaHO6ctujm,,,,,,,,,,,
R_6JuSlC7wQP8Jrqh,,,,,,,,,,,
R_1100zW5Eds4DiER,Asian hate crime has gone up. People have been coughed and spat on and have been told to go back where they’ve come from. Uber and Lyft drivers have refused to pick them up.,,1,0,0,0,0,0,0,0,
R_2fvw69SAK3maL6x,,,,,,,,,,,
R_2SH3mnxVvwtFNod,,A person called out an Asian for bringing the corona virus to America. The person told the Asian to go back to where they came from. Many of these cases happen in America.,1,0,0,0,0,0,0,0,
R_D6SkekFKdRVT6wN,,We all need to stand together. Racial hate crime is on the rise. ,0,1,0,0,0,0,0,0,
R_1hQras7FDMFx1qU,The article talks about how Asian American hate crimes have increased since COVID-19. As well as how we need to stand up together against these hate crimes.,,1,0,0,0,0,0,0,0,
R_2dKYSJdJAGHrxVE,,,,,,,,,,,
R_3sjq0UZAT1LphUE,The article discussed the rise in anti-Asian hate crimes since 2020/the COVID pandemic. 17% of Asian Americans have reported being victims of  anti-Asian harassment/hate crimes since 2020. It referenced a relatively tame instance of such an incident where a woman was blamed for COVID and told to go back to her country,,1,0,0,0,0,0,0,0,
R_2V4OANEUPBPcVSS,,,,,,,,,,,
R_3KVmcGKS3DYjsGU,,A message for stopping hate and discrimination against Asians in America. A personal story of someone's experience in a grocery store. Statistics about the rise of anti Asian discrimination since covid.,1,0,0,0,0,0,0,0,
R_2AGBOyHCThdAMy4,,,,,,,,,,,
R_3pgptR03mxKuDbG,Asian hate,,1,0,0,0,0,0,1,0,
R_tR50XPknGhA5OA9,,,,,,,,,,,
R_88R8UwmEm4SGViN,,"The article talks about the increase in racial discrimination against Asians, in USA, taking in to consideration the Covid 19 pandemic. These are tough times and the various communities of humans should stay strong and fight it.",1,0,0,0,0,0,0,0,
R_77GbEQLy1QCWMPn,,A lady in new Jersey while shopping was targeted for being Asian and bringing COVID. She was told to back.,1,0,0,0,0,0,0,0,
R_247WDl432PnttLo,Asian Americans are discriminated due to pandemic. Hate crime has increased since March 2020. While people have witnessed such crime instances there is no justice yet.,,1,0,0,0,0,0,0,0,
R_1QsVj64h0QCpRyj,Asian hate is increasing. White people blame any Asian related person for COVID 19. Asian persons having hard time with retail items  ,,1,0,0,0,0,0,0,0,
R_1Ld5aBvmmHnbbpV,,,,,,,,,,,
R_1IZ48Cx1pLYzZ5G,,"As pointed in the article, an Asia woman was attached by hate language during Covid-19 pandemic.  During the pandemic, hating action toward to Asia American was increased significantly.  Many Asia people are suffering this.",1,0,0,0,0,0,0,0,
R_3CBLPP7r1Y4jZ3B,,,,,,,,,,,
R_1mRaTen1ePn3mxz,Asian people have been experiencing discrimination because of covid because people think that Asians created it when it was a natural cause. Do not know what to give to them and. RAMPANT I know you said that they were not. ,,1,0,0,0,0,0,0,0,
R_1IF5y5Ac1npXAsG,,"Asian hate is on the rise ever since COVID.  Many people are blaming the Asian community for COVID.  All minority groups must stand together against hate based speech and actions,",1,0,0,0,0,0,0,0,
R_3nkEbjCYm28tXkn,,,,,,,,,,,
R_1Dx9H4ZgmSgqPjY,,,,,,,,,,,
R_3qwLOkdL5RAKUXC,"Expresses injustice, racism and violence directed against AAPI. Declaring solidarity with the AAPI community. Vigils against AAPI.",,1,0,0,0,0,0,0,0,
R_2Yff6jCesQTjQry,Asian hate in US is significantly increasing. Asian where blamed of bringing COVID-19 to the US. Phan said this must has to be stoped we need to stand each other against this .,,1,0,0,0,0,0,0,0,
R_1FwD9r37Xv6JJIw,The article is about Asian-American hatred. This is increasing now because of the pandemic.This should be stopped immediately.,,1,0,0,0,0,0,0,0,
R_3Gkq7ZHPPdLqAdJ,,,,,,,,,,,
R_3NWyK1CfVk5MqLY,,,,,,,,,,,
R_1NaHHJYYMu6D0oF,A resident from New Jersey Lily Wong was at a local grocery store when a rude shopper spit on her face and blamed her for bringing covid into the United States The Shopper proceeded to tell Lily Wong that she needs to go back from where she came from this experience alone is one of the many thousands of reports of racism and conflict that have been reported as a result of the pandemic since March 2020,,0,0,0,0,0,0,0,0,
R_1kSkYyggBmTHjbJ,,"There is an increase in asian-american hate crime rate since covid started. Although, hate crimes for the minorities has been around for a long time. Hence, people should unite to combat it.",1,0,0,0,0,0,0,0,
R_1KfBzMqk8PmBnJK,,This is an article about Asian Americans. It was about  how American Asians were discriminated. And there’s a lot of racism but remember to stick together.,1,0,0,0,0,0,0,0,
R_2tfF7qKg40iHzfw,,Jj,,,,,,,,,
R_3gRgTwhJWN2NZdp,,"Asian hate crimes cause a divide in our country
 Having active portents to stop Asian hate is a good idea. Law enforcement to bring criminals to justice is a must.",1,0,0,0,0,0,0,0,
R_C9toQnFVXETAkzD,,,,,,,,,,,
R_3I3FW7HwJOUnDQi,Basically the hate on Asian American people needs to be taken care of it’s really wild people are giving hate to us ,,1,0,0,0,0,0,0,0,
R_2WByy3cAHJw0dsY,,,,,,,,,,,
R_qRqZTyvwFsSLUoF,An asian american woman was spat at because of hate crime that was unleashed on her and many other asian americans accusing them of spreading covid ,,1,0,0,0,0,0,0,0,
R_2f3yj6io3tgzNZO,As Covid-19 has been a more and more serious issue many Asian Americans have received hate/discrimination ,,1,0,0,0,0,0,0,0,
R_WkwaUGq24oP6TDP,,"Rise in crime against Asians due to Civid
Business is hurting gor Asians
Attacks on Adians are random
",1,0,0,0,0,0,0,0,
R_1dfQ0FwB9znIsH6,,,,,,,,,,,
R_27PEWWbL6Ml16Wu,,It is very sad how the Asian people are discriminate again at because of the Covid 19 issues ,1,0,0,0,0,0,0,0,
R_0j3TVjIDx6RgcqR,,,,,,,,,,,
R_2ysam3U9EvgHJHs,,"Talks about the increased hate and discrimination that asians are receiving. Ever since Covid-19 hit, people have been yelling at asians saying how it's their fault for covid and they need to go back to where they came from. This is a very ongoing and serious problem according to the article.",1,0,0,0,0,0,0,0,
R_1Kln5Yz08m5bUB8,,,,,,,,,,,
R_1q1UvWuo2DtTN5q,,,,,,,,,,,
R_3EAsHgSYGgt1Fcp,,The article was about referencing to Asian American hate and racism towards their community. Everything started from Covid 19 pandemic and the people of this community have been at the receiving end of this racist treatment. The people are urging everyone to come together and stand up to it. ,1,0,0,0,0,0,0,0,
R_2YJHh3ajpkTiNsM,,,,,,,,,,,
R_OOxnlhf5sUESlZn,"Racism is real, Asian culture. Asian descent, any culture really should be respected.
This is apparent that we love in a country founded by immigrants yet, discriminate against our own kind because they fear their differences instead of embracing it and accepting it. Freedom is what this country stood for, why should that change....?",,1,0,0,0,0,0,0,0,
R_3D23XU6edscCfn9,"The article is about Asian American discrimination. Specifically, this was a case that happened to Lily in New Jersey, where a fellow grocery shopper made a racist remark. The article then goes into further detail about the community joining together to prevent Asian American discrimination.",,1,0,0,0,0,0,0,0,
R_2v6wZY3WJHJL2FP,,Discrimination against Asians because of Covid. Discrimination against other races. Discrimination is based on misinformation.,1,1,0,0,0,0,0,0,
R_2164AsXSi5vlFh3,,,,,,,,,,,
R_z1rSogFhfGUnypz,,,,,,,,,,,
R_3qdSDefQHZ0l5MI,It was an article about a protest taking place in the United States,,0,0,0,0,0,0,1,0,
R_0PnlfSqKMRbKVoJ,,The story is about racism. It enumerated percentage of cases by race. Racism has been an increasing concern.,0,0,0,0,0,0,0,0,
R_aXePaxYdinCs57r,This article is about racism. It speaks about how racism affects the people and our society. Coronavirus period spiked the racism.,,0,0,0,0,0,0,0,0,
R_2YhwUfEMZOPuTmi,People are hating on Asians for bringing COVID 19. They are not letting them getting a Uber or Lyft and spitting on their face or being racist against them.,,1,0,0,0,0,0,0,0,
R_1rMIr8laZcpsyEs,,,,,,,,,,,
R_3fIP6GrJtj6Vl0S,,"Asians are being discriminated against. They are being blamed for COVID. However, many other minorities have always faced racism in this country.",1,0,0,0,0,0,0,0,
R_1flxvApF9yhN2Sb,,,,,,,,,,,
R_1JJXoS16UFwsuBs,Hatred to Asian people has been increasing since the COVID outbreak in 2020.  Asian people are denied services or told to go back where they come from.  Actions need to be taken to stop it.  ,,1,0,0,0,0,0,0,0,
R_3ffX6iJNRrjJDRh,,,,,,,,,,,
R_ymRC0qgEYHksdX3,,"This article is about the increase in reports of incidents involving Asian hate. Asians have reported being coughed on, spit on, or verbally harassed over the coronavirus pandemic. Other minority groups have reported incidents of discrimination during the same time period, and it is important for minority groups to stand up for each other.",1,1,0,0,0,0,0,0,
R_2fE98CnKM66bSZU,,,,,,,,,,,
R_2PsQRwXbfAtpx5V,,,,,,,,,,,
R_2VylUtuGAX2FImm,,,,,,,,,,,
R_3RvWvN9440em504,,We should feel part of community. IT is right to raise voice. We need to feel  accepted,0,0,0,0,0,0,1,0,
R_3p4oxzLfZAleT0X,,Growing Asian hate incidents in the US in the past year as Asians are blamed for COVID pandemic. Other discrimination activities on the rise for blacks and Latinos as well. ,1,1,0,0,0,0,0,0,
R_2dG7gKmCGn3HOFX,"Since Covid, increased Asian hate is happening. A woman describes it. They are blaming Asians for Covid. ",,1,0,0,0,0,0,0,0,
R_2CrJzPENEnu3vc0,,"Ever since covid, there has been increased racial discrimination. In cities, asian hate crime and colored hate crime have increased. ",1,1,0,0,0,0,0,0,
R_1GZcaEsNq2iJrLi,There's a rise in Asian hate. Asians are being spat on and coughed on. People are blaming Asians for COVID.,,1,0,0,0,0,0,0,0,
R_1lzt0NnQgdKOHAQ,,,,,,,,,,,
R_21spzDmQepsIGGn,It is about Asian hate. It has gotten worse since Covid19 outbreak. Asian people have to stand up for themselves.,,1,0,0,0,0,0,0,0,
R_2VjMOgios9TLHZv,,This is about Asian Hate. A woman was assaulted for being Asian. The other Asian woman was given discrimination by another person.,1,0,0,0,0,0,0,0,
R_20VdnKxvLx3heZe,,,,,,,,,,,
R_23ULHXjx8YZcZ5O,"A woman named Lily Wong was at a grocery store until another person spat on her and told her to leave. Situations similar to Lily Wong have been all over America, but increased as a result of the pandemic. Other similar situations include being coughed or spit on, being refused to be picked up by Uber and Lyft drivers, and being harrassed verbally. physically, and online.",,1,0,0,0,0,0,0,0,
R_dd6v7aE81sPjaBb,,,,,,,,,,,
R_3qNVmp9XcWIKuul,,it is all about having some relation.  it is great to come through and guarantee I like reading it,0,0,0,0,0,0,1,0,
R_SSKgBhGWwskX7qN,,"After March 2020 anti Asian hate crime has increased about 17%. Many times they face hatred from others while doing businesses like they should get back to their country for spreading covid 19 in USA.
",1,0,0,0,0,0,0,0,
R_21G7aNoEwfA28y7,,Hate crime against minority ,0,1,0,0,0,0,0,0,
R_10rAc7JcXIsTCAb,,,,,,,,,,,
R_1hLN0Bjf902B8Rm,,There has been a rise in racism again Asian population in America . ,1,0,0,0,0,0,0,0,
R_3MoOn85ONTXvVwo,"1. covid 19 elevated the risk of Asian American to have crimes.
2. During covid negative bias against Asian American increased.
3. Many individuals in the United States see the virus as foreign and condemn   phenotypically Asian bodies as the spreader of the virus.",,1,0,0,0,0,0,0,0,
R_1GJlOLfOVYnIkV7,Asian Americans are being targeted by some people who are blaming them for the covid pandemic.  It's happening more and more throughout the nation.  Uber drivers refuse to pick them up sometimes.,,1,0,0,0,0,0,0,0,
R_3kpnbR3TlG2MM0S,"Hate crime rate is going up because people are afraid and
Frustrated for situation. They have to blame someone or
group of people",,0,0,0,0,0,0,1,0,
R_2SGeLAl43C7FmXP,,,,,,,,,,,
R_O3zFGcRkzdZeDqp,,Covid related racism to asian by local citizens.,1,0,0,0,0,0,0,0,
R_2VILFWuarA3OrD6,,,,,,,,,,,
R_29v9GeHXWdN79bF,,,,,,,,,,,
R_1P14tozuBNMEeyl,,"It is important minorities stand up for each other.
Asian hate crimes were on the rise as a result of Covid-19.
Other minorities also experienced hate crimes.",1,1,0,0,0,0,0,0,
R_1eUJ57mFumo2OxJ,,,,,,,,,,,
R_RQ6zctNe3VxrL7X,Anti-Asian sentiment.  Being attacked. coughed and spit on.  Uber rides being refused.,,1,0,0,0,0,0,0,0,
R_2WILmaWGGMVQxPY,"New Jersey resident Lily Wong was recently at a supermarket when she was spat at and asked to leave the country. Anti Asian sentiments have been increasing especially after COVID-19. People are being coughed, spit at and aske dto leave the country and sometime not getting picked up by Lyft and Uber drivers",,1,0,0,0,0,0,0,0,
R_33ycXFYUEm6jYrV,,,,,,,,,,,
R_214KnLN4XC6qxyx,,There has been an increase in hate crimes towards Asians. This increase is believed to be a result of the pandemic.  Pham says it’s time to stand together.,1,0,0,0,0,0,0,0,
R_1q8TPgR0H82oiuw,"The article talked about what has caused the movement Stop Asian Hate, which started as a result of racism during the COVID pandemic. One instance highlighted was an Asian storeowner who was spat on by a customer and told to 
""leave and go back to her country."" Many other Asians have reported racism, such as Ubers refusing to pick them up and various discriminatory actions.",,1,0,0,0,0,0,0,0,
R_AbvRF66oHBUUI3T,,,,,,,,,,,
R_28MWzFRNvI74qEf,,,,,,,,,,,
R_331Ntw3b5zBRaYc,,Hate crimes and harassment on the rise. We should stick up with each other.,0,0,0,0,0,1,0,0,
R_3EgroSdP6GRBAyE,the asian american community is being targeted with racism and sometimes even violence since the covid pandemic.   the asians in his country should stand together to stop this abuse.,,1,0,0,0,0,0,0,0,
R_12Q0Hlzpl4lemAV,"The article was about Asian hate. Since Covid started there has been an increase in Asian hate. Whether it be being coughed or spit at, to cyber bullying, or worse yet physical. ",,1,0,0,0,0,0,0,0,
R_3MPzHCXOsA52iXU,,,,,,,,,,,
R_1Le4cGx15swMgbh,,,,,,,,,,,
R_2u9pMEl73R8Pgfn,,The article is about Ms. Wong who was harassed by another customer at a grocery store and was told to leave the premises and should go back to where she came from becuase she was blamed of bringing Covid 19 to the US. It also talked about the increasing number of violence targeted towards Asians since the outbreak of the Covid 19. It also said that not only the Asians are experiencing racism but also other minorities are experiencing it as well.,1,1,0,0,0,0,0,0,
R_3iP5Ij2iW8b33Xb,Asians have been experiencing xenophobia. People belive they brought covid to Amrica. People refuse to let them in stores and other places.,,1,0,0,0,0,0,0,0,
R_T1nSGHkNB39CkLf,,,,,,,,,,,
R_2ccL5ZUcDyphgl7,,"The article was about discrimation faced primary by Asian Americans specially at the light of the pandemic. Asian American face discrimination by being blamed for the covid pandemic. However, other people of color also face similar discrimination. ",1,1,0,0,0,0,0,0,
R_11j4NFrJzjn5j7G,This article is about Asian hate. There has been more hate put towards Asian Americans since COVID-19. Some business will refuse service and tell Asians to leave. Others will cough at or spit at them.,,1,0,0,0,0,0,0,0,
R_2bKtttH5TIV7BPx,,Racism is a virus. A shopper spat on her and told her to go back where she came from. She was shopping. ,0,0,0,0,0,0,0,0,
R_8nWrejp4UaLi7hD,Hate crime against asian Americans raised since Covid 2020. Some people of other races mistakenly believed the virus was brought in by black hair Asians. About 17% of Asian Americans experienced the incidents.,,1,0,0,0,0,0,0,0,
R_2Vdw7jvRrVbGUzr,,,,,,,,,,,
R_2f3QiMS5bpylW6q,,,,,,,,,,,
R_3ssOfWd3CEYHI32,"The article talks about discrimination against POC citizens of the USA. At the same time, it focuses on xenophobia and racism. The article promotes the movement Stop Asian Hate.",,1,1,0,0,0,0,0,0,
R_1IKS9FhbGWvvz8c,,,,,,,,,,,
R_3NU8LwfNvaqh4Ys,I believe this article is talking about the current issues in this world. These issues need to be resolved as soon as possible. This article is very informative.,,0,0,0,0,0,0,1,0,
R_3oAtnuXWaMCe5s4,A NJ resident experienced a hate crime against her for being Asian. There has been a rise in crimes and discrimination against Asians since the COVID-19 pandemic ,,1,0,0,0,0,0,0,0,
R_32Jc48pNeq2GfdI,,"Nowadays rracism is rampant in the country.
From all of the differeent races like asian, latinos, black and non white.",1,1,0,0,0,0,0,0,
R_1eQ03CPyGz8QSkk,,,,,,,,,,,
R_2wdanNI6dTKL7IL,,,,,,,,,,,
R_cMU44iiQhcaEnND,,An Asian woman was spat on at a supermarket by a bigot.  There is an increase in hate crimes since COVID.  Discrimination against all people of color is a reality of America.,1,1,0,0,0,0,0,0,
R_88EFFhxQ6nE0b0R,,"The article is about hate crimes against Asians. A woman was spit at and told to go back to their home country. Phan said that it is not only Asians are discriminated upon, all minorities are, and everyone should stand up, no matter your race is.",1,1,0,0,0,0,0,0,
R_PvLwfrdJdAhdOEx,,,,,,,,,,,
R_1IS3A2Vstgp50Rs,"There has been an increased report in hate against Asian Americans since the pandemic. The hate can be seen in day-to-day activities such as grocery shopping, taking ride share and more. People should stand up against this type of discrimination.",,1,0,0,0,0,0,0,0,
R_1Cex2Uw3Skda4wt,,Many Asian Americans are being targeted by Americans. People are spitting on them and refusing to pick them up. People blame them for bringing Coronavirus to America,1,0,0,0,0,0,0,0,
R_22zvU1gpGg8rB6s,This story is about hate crimes against Asian Americans.   It is about a lady who was spat upon.   It is about stopping prejudice.,,1,0,0,0,0,0,0,0,
R_RXESuDwz4ucUP3X,,,,,,,,,,,
R_2txO5bRdkmdAR7o,"Anti-Asian hate crimes rising. Due to Covid, blaming for bringing it to US. Alwasy prevalent, moreso now due to C19.",,1,0,1,0,0,0,0,0,
R_povz4lKhyOQxzcl,,"the article was about asian hate crime in the United States.  The article explain the experiment of an asian world, who was slap in the face.  Also, the article talk about the rise of asian hate crime.",1,0,0,0,0,0,0,0,
R_2ccGC8m10ez1cSR,,,,,,,,,,,
R_1pxkGfnyW7m8KrJ,,,,,,,,,,,
R_3Eu23xtl6h53Cy1,,An Asian American was verbally assaulted in a convenient store regarding COVID 19. Other races such as Blacks and Hispanics are also facing discrimination. Discrimination towards all indigenous people are increasing day by day.,1,1,0,0,0,0,0,0,
R_5oG8PcezjMaGI9j,"Since the pandemic Asians have been blamed for spread of COVID.
There are incidents of Asians being attacked in public.
Asians call on all Asians to stick together.",,1,0,0,0,0,0,0,0,
R_1lgTDEuaFpo6JW7,,,,,,,,,,,
R_yraUDjTMtVNiPNT,It describe the hate crimes on Asians. They were being blame for bringing in covid 19. People spit on them or refuse of rides on uber/lyft.,,1,0,0,0,0,0,0,0,
R_Y0sGcSAFwe1GMOB,,,,,,,,,,,
R_2AXQQSZkXFqrCgl,This article is about racism and discrimination against Asian American citizens in the USA.   It happened during the COVID-19 pandemic and tRump's speech. Asian Americans are fighting hard against the racism and discrimination that they are facing since then.,,1,0,0,0,0,0,0,0,
R_pGHPQsR8HRaYH85,Discrimination is happening more for Asians. Covid is being blamed on Asians. We need to do more to stop Asian hatr ,,1,0,0,0,0,0,0,0,
R_0uKBtAtTRjGCSAx,,,,,,,,,,,
R_8C8RIrlbJzyEgoN,,,,,,,,,,,
R_2Uindz2boPGmkLq,,,,,,,,,,,
R_2Xh3LaEtOslGn14,,"This article is about hate crime based on skin color.
It shows how people from other parts of the world that are in USA, are facing discrimination.
Asians and Black people are being held responsible for bringing COVID here.",1,1,0,0,0,0,0,0,
R_D06Q1eFQUJaLGSZ,,This article highlight a typical bias incident experienced by Asian Americans.  Racism is prevasive in American society.  All other racial group has also experienced higher level of racism recently.,1,1,0,0,0,0,0,0,
R_3p57ZVNMKft7Zaz,That is a very real and very scary thought. There is that kind of hate in our world today. That's a horrible realization.,,0,0,0,0,1,0,1,0,
R_1jH6RJo9TOVGwZJ,Asian hate crimes has increased due to blame being placed on them for the origins of Covid.  ,,1,0,0,0,0,0,0,0,
R_3fB21ian2gisehS,,,,,,,,,,,
R_3LdJSHtNoKdmxPT,,,,,,,,,,,
R_2foF4tUCqSjqvN8,,"Article is about the hate against the asian american community.This has increased after march 2020,onset of covid virus.People from community are getting racial hatred in shops,lyfts,uber drivers",1,0,0,0,0,0,0,0,
R_1roBD6PpsBqaWzp,,"Anti-Asian sentiment has been on the rise since Covid.  But is just not Asians who have faced discriminations.  Other minority groups, Black, Latino, Native Americans all share similar experiences.  All minority groups need to unite and stand up together.",1,1,0,0,0,0,0,0,
R_BMo8p5VeBiIFT8Z,Its a hate crime,,,,,,,,,,
R_3QQXKllEFXybHyQ,,,,,,,,,,,
R_3kjHMK0Ku5Pfstp,,The article was about a lady getting spat at in public. She got spat at because a guy blamed her for brining COVID to the country. This has happened to a lot of other people.,0,0,0,0,0,0,0,0,
R_C7z7kp9GQidM4dX,"Increasing Asian hate crimes due to Covid, we need to stand up for each other ",,1,0,0,0,0,0,0,0,
R_27lfooI8eFZKKXa,"Anti-Asian hate crime in America has risen since March 2020.
Lily Wong was at a supermarket and another shopper spat and yelled at her.
Anti-Asian hate crime has risen 17% in America.",,1,0,0,0,0,0,0,0,
R_3HGqkMiQd7V5sIK,,,,,,,,,,,
R_3GxoPY9cVcqNImW,Asian hate has occurred since Covid. It is the job of the Asian community and everyone to stop such hate. There is no reason at all for anyone to blame anyone for anything,,1,0,0,0,0,0,0,0,
R_p6IR6VJ7DS7sjxD,,The article reported on the rise in Asian hate.  It indicated that reported incidents had risen 17% since 2020.  It also said that other races reported incidents at similar levels.,1,1,0,0,0,0,0,0,
R_tL0WryxFaNAzZ29,,,,,,,,,,,
R_1NrfY5OgADGJQmD,,Stop Asian hate is important as many asians are experiencing hate crime or abuse,1,0,0,0,0,0,0,0,
R_VU23FcRaXmsjHMd,,"Based on reports, there has been an increase in Asian discrimination, racism and hate. During the pandemic, there were thousands of reports, Asians were being attacked physically and verbally. Some Asian people were denied services such as lyft and uber, others were told to go back to their country.",1,0,0,0,0,0,0,0,
R_1FPxbLHnrPa6wV5,"Asians across the US have been discriminated against.  Victims have reported being spit on, yelled at and blamed for the Covid-19 epidemic.  It is vital that Asian Americans stand up for each other against this hatred.",,1,0,0,0,0,0,0,0,
R_3IS0Gfw6LZkkmF8,,,,,,,,,,,
R_3D7t8f2qs2vMctQ,it is asian stopping discrimination. it is standing up for what is right,,1,0,0,0,0,0,0,0,
R_3iyWddGB83ZmppG,,,,,,,,,,,
R_2SvPeXo6ZLZDzs4,,Increased discrimination against Asians,1,0,0,0,0,0,0,0,
R_sv7Fqc6iDao3L7H,,,,,,,,,,,
R_pAI83oIifJk6MY9,Lily was spit on at a grocery store. She was acussed of bringing covid to the USA. Asian hate crimes are rising. ,,1,0,0,0,0,0,0,0,
R_31infJFr9LAxlf8,,,,,,,,,,,
R_2E0RchINTZd8o3L,,It is about hate and discrimination toward minority. An Asian woman was told to go back to her country. Hate crime toward Asian is going up during Covid.,1,0,0,0,0,0,0,0,
R_1MMu47U7zD2nVcD,Noting,,,,,,,,,,
R_xorSTQV9FA3YD5v,,There is a high percent of anti Asian hate.  Many other people of color groups also report hate.  The message of stop hate must be pushed.,1,1,0,0,0,0,0,0,
R_07e2nYfpaps2aMF,,,,,,,,,,,
R_3fIWgwauAJSoHeM,,This article highlights the increase of Asian hate crimes since the onset of Covid19. It gives a couple of examples of racial hate towards asians. It follows up with concluding that all races are discriminated on and need to stand together to inact change.,1,0,0,0,0,0,0,0,
R_ve2T5zXZP67w8Tv,,,,,,,,,,,
R_3nvzHFWBEYBoxXb,,"Asian hate is in increase.
Anti-Asian is very important.
We need to stand up for every group.",1,0,0,0,0,0,0,0,
R_1H7FKyeDIBaMrYX,"Anti-Asian sentiment has increased due to the pandemic. Examples abound of Asians being spat, coughed at, and denied services. Asian support groups have appeared for support.",,1,0,0,0,0,0,0,0,
R_0pjo5lYZg8ZQluV,,,,,,,,,,,
R_bQ5mMw9eml0EEKt,,"This lady help Asian and Hispanic people , she raised funds for all the people ",1,1,0,0,0,0,1,0,
R_2fDRHCVMdS9StED,,,,,,,,,,,
R_3PYWp4roEHTkbHo,Hate crimes to the Asian people....,,1,0,0,0,0,0,0,0,
R_20S4LKsWPx7mUYJ,Asian-American hate crimes is on the rise due to COVID-19.,,1,0,0,0,0,0,0,0,
R_3LYbBAtvCi8mbu6,,Hate crimes against Asians on the rise.  Woman was spat on and told to leave store.  Uber and Lyft drivers are refusing to pick up Asians.,1,0,0,0,0,0,0,0,
R_3qxiT8gVnGY62FR,,The discrimination rate is getting higher after COVID. An Asian told to leave the store and go back to where they belongs. That kind of stuff happens everywhere in America.,1,0,1,0,0,0,0,0,
R_2S2Jd48jPXa6MdH,Ever since the covid 19 pandemic.  The rise in asian hate has continue. About 15-17 percent of hate are invovling asians american. ,,1,0,0,0,0,0,0,0,
R_2dsiOOp6dAODjXH,,,,,,,,,,,
R_2V3mC4ObGYUNoNu,,,,,,,,,,,
R_3ndXfYGIQYljwVR,,,,,,,,,,,
R_A6TCHdRFyBgihe9,,Asian racism is high. Racism should be felt with. Asians don’t need the trouble.,1,0,0,0,0,0,0,0,
R_qI92fggI4vE0aMp,,,,,,,,,,,
R_3MsBO5fAiOdPAfO,"“Stop Asian Hate” is an human rights movement that has been organized after about 17% of Asian Americans reportedly experienced verbal or physical assault or discrimination. The changes in treatment that some Asian Americans are reportedly experiencing come after the spread of the COVID-19 virus. It is now understood that the virus originated in China, and the people committing these alleged hate crimes somehow blame all Asian Americans for the pandemic. ",,1,0,0,0,0,0,0,0,
R_3qjLas4yN4JWMCo,"A lady was spat at in a grocery store.
There has been a rise in anti asian hate crimes.
A movement has started to defend americans with asian heritage.",,1,0,0,0,0,0,0,0,
R_3Db8yUEMvLIBsXC,This is a ad of a story of a girl. She was asked to back where she came from at a store. She didn’t like it.,,0,0,0,0,0,0,0,0,
R_1mWXfzBcMQi0iUi,,Asian Americans are experiencing blame for the Covid-19 pandemic. They are being hated on and experiencing hate. Asian Americans are wanting to stand up for themselves due to the incidences.,1,0,0,0,0,0,0,0,
R_1eDEHzhDgaiWSc8,,Asian discrimination is found increasing recently in USA. it is a time when we all Asians will have to unite and stand together against such incidents.,1,0,0,0,0,0,0,0,
R_1P02apsjh1xam1N,,,,,,,,,,,
R_1LSUCj7yBYesX4f,,A woman was harassed in New Jersey due to her race.  She was blamed for the originals of COVID and told to go back to her country.  It turns out between 10-20% of ethnic minority groups have experienced discrimination.,0,1,0,0,0,0,0,0,
R_1K8RdgIptR1Lx1N,,,,,,,,,,,
R_21zUbC5uf2c4jeS,Asians are being harassed and bullied because of covid. There is hate towards them. They are receiving bad treatment and losing opportunities. ,,1,0,0,0,0,0,0,0,
R_3maXWORjleo0iKh,"A woman was spat on in a grocery store and told to go back to where she came from. The offender blamed her for COVID-19. Since then, anti-Asian discrimination has been on the rise. This discrimination ranges from violence and insults to not being picked up by rideshare companies.",,1,0,0,0,0,0,0,0,
R_3rJ0VGB98dvU1PA,,,,,,,,,,,
R_wRgGXVzdhvRA4Xn,,,,,,,,,,,
R_1db47SEkBHjzyCg,,"The article speaks to increasing racism in the US. Cases involving the Chinese community have seen an uptick especially, since Covid. However, other ethnic groups have seen an increase as well.",1,1,0,0,0,0,0,0,
R_Xwh2ezH7cPRKnh7,"Asian people was blame for bringing Covid in America
Asian people was discriminated because Covid
Asian people was concerned and afraid about the situation and want to speak out for their safety",,1,0,0,0,1,0,0,0,
R_1JXVbVSdvts0Eql,,Asians a experiencing hate and discrimination because of the COVID-19 pandemic. They are being blamed for causing it. Other minority group are also experiencing increased discrimination and hate.,1,1,0,0,0,0,0,0,
R_1jlIPd2Dz7kezNW,,,,,,,,,,,
R_3hzQVzXtlr2PE7D,The article covers an uptick in anti-Asian sentiment related to Covid. It includes examples of the racism experienced by interviewees. It concludes by reminding readers to be kind to each other.,,1,0,0,0,0,0,0,0,
R_1GUrdbXl5SAA2Pg,"
Asians living in the United Staes have experienced an increase in hate since the pandemic. They have been subject to abusive actions, made to leave places of business, and subjected to hate speech. We need to be more aware of this.",,1,0,0,0,0,0,0,0,
R_1pAPHVE7FGsm7kL,,,,,,,,,,,
R_2EzthUwNtignJkK,,examples of asian discrimination including assault. Not just China heritage people. We must stand up together against it.,1,0,0,0,0,0,0,0,
