ResponseId,treat1react,treat2react,Mention_Anti_Asian,Mention_Racism_Against_POC,Not_Surprised,Anger,Worry/Fear/Anxiety,Sadness,Inattentive,Unsure, Notes
R_1GNOfQmkge3Na2n,,,,,,,,,,,
R_pGJB4wL5eYEYxZn,,This article is very relevant to me. My anxiety with safety has significantly increased since the start of the pandemic and the rise of anti-Asian hate crimes. This issue is not being addressed or covered anymore In media outlets. ,1,0,0,0,1,0,0,0,
R_3paPuuuSwO222RK,,"This makes me feel disgusted and extremely upset at people’s ignorance towards certain the Asian community. People walk around and go out when sick regardless of their situation before, during and after covid and have the audacity to blame ONLY the Asian community… so stupid ",1,0,0,1,0,0,0,0,
R_1LNjPtlCpXxP00W,,,,,,,,,,,
R_2Sq3tve2dDQDw5y,,,,,,,,,,,
R_1d3Hrx48eFOLo7t,,I have not fully experienced these issues but I know they are out there. This should not be a problem in society. But unfortunately it still exists.,0,0,0,0,0,0,0,0,
R_3QVn1sQIul7Axlr,"Been myself as asian, uneasy and not comfortable.",,0,0,0,0,1,0,0,0,
R_268zstewUb5Bxgk,,"I'm not surprised by what the article stated. I grew up in a small town surrounded by white people, only 1 other family that was non white. I'm not surprised by what I read, I'm just disgusted by the people of our country.",0,0,1,0,0,0,0,0,
R_4IRZuXGTGldbjyx,This article made me upset. Asians are not to blame for bringing the virus to the U.S. nor should any Asian be attacked for something that has nothing to do with them personally. This is definitely a problem that needs to be addressed.,,1,0,0,1,0,0,0,0,
R_3njRfk3igAUVIJe,,,,,,,,,,,
R_2ROZfRRdPIdBIVM,,,,,,,,,,,
R_ALDKHHHmvh6hbMZ,It makes me mad that people are blaming Asian Americans for bringing COVID-19 to the United States. The spread of COVID-19 began as an unfortunate accident in China and had nothing to do with Asian Americans. I think the media should bring more attention to Asian hate crimes because that is the only way to stop them from happening in the future.,,1,0,0,1,0,0,0,0,
R_31n1p8jwV6fB1gk,,This is terrible and unacceptable. It feels as if we are going backwards in regards to racial discrimination. We are all human and we should all be treated equally.,0,0,0,1,0,0,0,0,
R_3QSrTraxeC70Rvo,,Appreciate the information. Noted with thanks. No particular feelings. ,0,0,0,0,0,0,1,0,
R_30wUNmaHO6ctujm,,,,,,,,,,,
R_6JuSlC7wQP8Jrqh,,,,,,,,,,,
R_1100zW5Eds4DiER,I feel like the more you see it the more people will copycat.  I personally haven’t experienced this and I live where there are more other races than Asians in my city. There should’ve been more discussions on how to prevent getting it than where it was based from. ,,0,0,0,0,0,0,0,0,
R_2fvw69SAK3maL6x,,,,,,,,,,,
R_2SH3mnxVvwtFNod,,It is common. I have no reaction. The people who say that are dumb and Oblivious to the situation currently happening.,0,0,1,0,0,0,0,0,
R_D6SkekFKdRVT6wN,,It was surprising to see how high the percentage is for the hate crimes committed towards other races. I couldn’t believe it when I read that even some Uber drivers refuse to pick them up.,0,1,0,0,0,0,0,0,
R_1hQras7FDMFx1qU,While reading this article it did make me upset for the people dealing with these hate crimes. I also really agreed that we need to stand up to people who commit these crimes.,,0,0,0,1,0,1,0,0,
R_2dKYSJdJAGHrxVE,,,,,,,,,,,
R_3sjq0UZAT1LphUE,"I am fortunate enough not to have been a victim of any anti-Asian harassment in connection with the pandemic, but news stories during the pandemic were heartbreaking and emotionally trying. This article brought back some of the same feelings I felt when I heard about these types of incidents. I live in NYC, where a lot of the incidents covered by the media occurred and I was always worried that something might happen to me or someone I love. I found the Stop Asian Hate employee’s observation that it’s the kind of bias that has always existed and will continue to exist to be upsetting because…he’s right. It’s kind of depressing ",,1,0,0,0,1,1,0,0,
R_2V4OANEUPBPcVSS,,,,,,,,,,,
R_3KVmcGKS3DYjsGU,,It is sad that it is happening in America. More awareness needs to be raised. More resources are needed to fight against this discrimination.,0,0,0,0,0,1,0,0,
R_2AGBOyHCThdAMy4,,,,,,,,,,,
R_3pgptR03mxKuDbG,Asian hate,,1,0,0,0,0,0,0,0,
R_tR50XPknGhA5OA9,,,,,,,,,,,
R_88R8UwmEm4SGViN,,Blaming a particular race for the pandemic is being fueled by certain media and organizations for political interests. This article is a good one to make people aware that its purely racial.,0,0,0,0,0,0,0,0,
R_77GbEQLy1QCWMPn,,People should be treated better. This mistreatment seems seems to be the new normal.,0,0,0,0,0,0,0,0,
R_247WDl432PnttLo,Racism in US is spreading among other minorities.  People are forgetting there is other earth and we are all same human being irrespective of our origins. Racism and hate crime needs tighter law and shouldn’t be taken for granted,,0,0,0,0,0,0,0,0,
R_1QsVj64h0QCpRyj,I was saddened to read the article. People are acting un educated. I wish people would just being logistic. ,,0,0,0,0,0,1,0,0,
R_1Ld5aBvmmHnbbpV,,,,,,,,,,,
R_1IZ48Cx1pLYzZ5G,,Blaming Asia people for the pandemic is unfair. We must united to fight back. failure to the pandemic is the incapable of the US government.,1,0,0,1,0,0,0,0,
R_3CBLPP7r1Y4jZ3B,,,,,,,,,,,
R_1mRaTen1ePn3mxz,Z is the most darkest of all the time. Do not have to decline srry or even this will not happen in any of our. We are you and I will not make. ,,0,0,0,0,0,0,1,0,
R_1IF5y5Ac1npXAsG,,"While I have not been a victim, I have read enough in the news to be concerned.  I feel it is just a matter of time before things get out of hand.  Asians have tended to mind their own business and not call attention to themselves but it’s time to make ourselves seen and heard.",1,0,1,0,1,0,0,0,
R_3nkEbjCYm28tXkn,,,,,,,,,,,
R_1Dx9H4ZgmSgqPjY,,,,,,,,,,,
R_3qwLOkdL5RAKUXC,Asian hate is not surprising. Nice to see solidarity. Just sad overall.,,1,0,1,0,0,1,0,0,
R_2Yff6jCesQTjQry,"Asian Should not be blamed on the proliferation of COVID-19 in US although the virus originated in Asian particularly in China , it is not anyone’s fault that this country has been affected. No one is exempted from the virus even Asian people living here. The US government must do something to stop this Asian  hate crimes. ",,1,0,0,1,0,0,0,0,
R_1FwD9r37Xv6JJIw,The article talks about the hatred among Asian-American hatred. This has to be stopped immediately. All people must be treated equally ,,1,0,0,1,0,0,0,0,
R_3Gkq7ZHPPdLqAdJ,,,,,,,,,,,
R_3NWyK1CfVk5MqLY,,,,,,,,,,,
R_1NaHHJYYMu6D0oF,I was shocked and felt sick to my stomach learning about what happened to Lily Wong spitting on someone is very disrespectful and should never be something a person has to deal with especially when you're just out running errands getting groceries like any other normal person,,0,0,0,1,0,1,0,0,
R_1kSkYyggBmTHjbJ,,"It is scary.
There should be a Strict enforcement of the law. 
It is hard to be a minority in the USA.",0,1,0,0,1,0,0,0,
R_1KfBzMqk8PmBnJK,,I was sad because the world can’t just accept the differences. They always try to harm other people with actions. But also statements that were coming off as insults.,0,0,0,0,0,1,0,0,
R_2tfF7qKg40iHzfw,,7jjhv,0,0,0,0,0,0,1,0,
R_3gRgTwhJWN2NZdp,,This article portrays the everyday lives of Asian people around the U.S. I felt shocked to see what was going on. I hope none of this happens to me.,0,0,0,0,1,0,0,0,
R_C9toQnFVXETAkzD,,,,,,,,,,,
R_3I3FW7HwJOUnDQi,It was really interesting and I think Asian hate needs to be stopped Asian lives matter we did not bring Covid ,,1,0,0,0,0,0,0,0,
R_2WByy3cAHJw0dsY,,,,,,,,,,,
R_qRqZTyvwFsSLUoF,"As an Asian American i can relate to this and this racial attack needs to be curbed. Asking them to go back to their own country or where they originated from is nothing but racial biasness, and many kind of immigrants are being targeted for many different reasons from time to time",,1,0,0,1,0,0,0,0,
R_2f3yj6io3tgzNZO,I dont like it I think it’s unfair to everyone,,0,0,0,0,0,0,0,0,
R_WkwaUGq24oP6TDP,,"Very surprising with Covid
Businesses are hurt and I an devastated by attacks randomly 
Nit very friendly ",0,0,0,0,0,1,0,0,
R_1dfQ0FwB9znIsH6,,,,,,,,,,,
R_27PEWWbL6Ml16Wu,,It sad that we can't have peace on this earth but always some time of hate all the time,0,0,0,0,0,1,0,0,
R_0j3TVjIDx6RgcqR,,,,,,,,,,,
R_2ysam3U9EvgHJHs,,"I'm not surprised to hear how asians are begin hated and discriminated on. Knowing how America is, I expected fkr something like this to happen. Though I wish for things tk get better and fkr all the Hate to stop.",1,0,1,0,0,0,0,0,
R_1Kln5Yz08m5bUB8,,,,,,,,,,,
R_1q1UvWuo2DtTN5q,,,,,,,,,,,
R_3EAsHgSYGgt1Fcp,,It is sad to see the treatment meted out to the people of the Asian American community. They are also humans like us and deserve to be treated better. It is time for the white people community to understand this and behave better ,1,0,0,0,0,1,0,0,
R_2YJHh3ajpkTiNsM,,,,,,,,,,,
R_OOxnlhf5sUESlZn,"I am of Asian descent. My mother and father are mixed Asian, because of this we are judged upon the color of our skin and our prominent ""Asian"" features. My mother and father endured hardship because of the fear that people had against Asian people. Telling them to go back to their country, blaming them for pearl harbor and other historical inaccuracies that are in no way related to us. People judge because of fear, our democracy is basically to fear the what we are told, feeding off lies from the media, its unknown to them and they grow to hate it, but accept the familiar, anything different is to be outcasted. It's sad we live in a world that was built of freedom and independency... just to have it torn down to its remedial closed minded fears.",,1,0,0,0,0,1,0,0,
R_3D23XU6edscCfn9,"I was disgusted with the shopper’s comment towards Lily. However, the community’s response brought back my humanity. I was very joyous to see how the community defended Lily.",,0,0,0,0,0,0,0,0,
R_2v6wZY3WJHJL2FP,,Discrimination is based on misinformation. Discrimination is based on the color of your skin. We all are part of the human race.,0,0,0,0,0,0,0,0,
R_2164AsXSi5vlFh3,,,,,,,,,,,
R_z1rSogFhfGUnypz,,,,,,,,,,,
R_3qdSDefQHZ0l5MI,I was thoroughly bored,,,,,,,,,,
R_0PnlfSqKMRbKVoJ,,I am very distraught about violence against other races. It saddens me that this had to be the case. People should be treated equally regardless of color.,0,1,0,0,0,1,0,0,
R_aXePaxYdinCs57r,This is known news. It is sad to hear such incident happening in modern country as ours. Racism should be used to flourish and develop our society rather than using it as a source for hate and anger displacement.,,0,0,1,0,0,1,0,0,
R_2YhwUfEMZOPuTmi,Well I kinda understand where they're coming from but this is wrong because you can't just blame the whole race for something that happened naturally. Even Asians are getting affected by COVID equally.,,1,0,0,1,0,0,0,0,
R_1rMIr8laZcpsyEs,,,,,,,,,,,
R_3fIP6GrJtj6Vl0S,,"Asians are being discriminated against, but black people have been discriminated against for hundreds of years. Suddenly all kinds of protections are in place for Asians, where are these protections when black people are being killed by police? Is anyone really surprised, when our president referred to the virus as the China Flu over and over? ",1,1,1,1,0,0,0,0,
R_1flxvApF9yhN2Sb,,,,,,,,,,,
R_1JJXoS16UFwsuBs,The problem is augmented and is not entirely true.  I don’t think it is a problem that needs to be addressed at a large scale.  Hate crimes need to be punished no matter who the victims are. ,,0,0,0,0,0,0,0,0,
R_3ffX6iJNRrjJDRh,,,,,,,,,,,
R_ymRC0qgEYHksdX3,,"I am glad that the media is finally paying attention to discrimination against Asians, and that more Asians are reporting incidents rather than keeping to themselves. I agree with Phan. Now that more Asians have experienced a taste of what living with discrimination on a daily basis is like, I hope that more Asians will be moved to stand up against discrimination against other minority groups.",1,1,0,0,0,0,0,0,
R_2fE98CnKM66bSZU,,,,,,,,,,,
R_2PsQRwXbfAtpx5V,,,,,,,,,,,
R_2VylUtuGAX2FImm,,,,,,,,,,,
R_3RvWvN9440em504,,It is easy to go with flow. We should speak for our right by making other understand the culture. Keep postivity ,0,0,0,0,0,0,0,0,
R_3p4oxzLfZAleT0X,,"This article made me feel anger and sadness. This country represents freedom and diveristy and tolerance but in reality, discrimination is growing in the US unnecessarily and there is no solidarity amongst minorities ",0,0,0,1,0,1,0,0,
R_2dG7gKmCGn3HOFX,I’m not surprised. It’s been in the news. It sounds about right for Americans.,,0,0,1,0,0,0,0,0,
R_2CrJzPENEnu3vc0,,Its not surprising to hear this. It’s pretty sad. This needs to be resolved.,0,0,1,0,0,1,0,0,
R_1GZcaEsNq2iJrLi,It's sad since I'm an Asian. I haven't experienced anything like that yet. I feel bad for other Asians that have,,1,0,0,0,0,1,0,0,
R_1lzt0NnQgdKOHAQ,,,,,,,,,,,
R_21spzDmQepsIGGn,I’m agree with the article. It happened to me too. I wonder if it’ll ever go away.,,0,0,0,0,0,0,0,0,
R_2VjMOgios9TLHZv,,This is about Asian Hate. Some of the scenarios are not really relatable to me. Asian hate had been here for so long but because of corona virus it intensified. Plus people who considered everybody Asian is ignorant. Asian continent is divided into several ethnicity.,1,0,0,0,0,0,0,0,
R_20VdnKxvLx3heZe,,,,,,,,,,,
R_23ULHXjx8YZcZ5O,"Reading the article, I was very horrified knowing that there are more cases of anti-Asian hate ever since the pandemic started. Especially in Lily Wong's case. It's sad to know that we live in a world where people like us Asians have to be cautious of the people around us, because we never know who will attack us because we are Asian. ",,1,0,0,0,1,1,0,0,
R_dd6v7aE81sPjaBb,,,,,,,,,,,
R_3qNVmp9XcWIKuul,,it is thought provoking.  I am happy with it.  I like to be able o come through,0,0,0,0,0,0,1,0,
R_SSKgBhGWwskX7qN,,It’s a pretty much concerning news that anti Asian crime has increased this much. I think everyone should resolve this problem as early as possible ,1,0,0,0,1,0,0,0,
R_21G7aNoEwfA28y7,,Just indifferent ,0,0,0,0,0,0,1,0,
R_10rAc7JcXIsTCAb,,,,,,,,,,,
R_1hLN0Bjf902B8Rm,,I support anti racism ,0,0,0,0,0,0,0,0,
R_3MoOn85ONTXvVwo,"1. Hate crime is unacceptable.
2. It could have been avoided.
3. people should be more educated.",,0,0,0,1,0,0,0,0,
R_1GJlOLfOVYnIkV7,"I'm not at all surprised by what's happening.  It was hard growing up here.  The name calling, the stereo typing it was hard.",,0,0,1,0,0,0,0,0,
R_3kpnbR3TlG2MM0S,"I'm not surprised. Discrimination is always there never goes away.
I personally have never experienced this but I know it exists",,0,0,1,0,0,0,0,0,
R_2SGeLAl43C7FmXP,,,,,,,,,,,
R_O3zFGcRkzdZeDqp,,I did not experience this situation so far.,0,0,0,0,0,0,0,0,
R_2VILFWuarA3OrD6,,,,,,,,,,,
R_29v9GeHXWdN79bF,,,,,,,,,,,
R_1P14tozuBNMEeyl,,"It's a shame there are so many ignorant people.
Hatred and discrimination will always hurt minorities.
Asians don't feel safe to go out anymore.",1,1,0,0,1,1,0,0,
R_1eUJ57mFumo2OxJ,,,,,,,,,,,
R_RQ6zctNe3VxrL7X,Disturbed and upset.  Disappointed in humanity.  Tired of stupidity.,,0,0,0,1,0,1,0,0,
R_2WILmaWGGMVQxPY,"It is really unfortunate that certain section of people are reacting this way. Asian are one of the most peace loving people. They help the country's economy a lot by contributing to fields like tech, finance etc",,0,0,0,0,0,0,0,0,
R_33ycXFYUEm6jYrV,,,,,,,,,,,
R_214KnLN4XC6qxyx,,"As an Asian American, I’m glad there is media covering this topic.  I believe the public should be made aware of issues like this.  There should be more action to fight crimes hate crimes.",0,0,0,0,0,0,0,0,
R_1q8TPgR0H82oiuw,"I feel saddened and angered by these stories, especially knowing that 17% of Asian Americans have reported this awful treatment. I was previously aware of the movement and strongly support the cause. Its awful knowing that such racism exists when the world is in a crisis.",,1,0,1,1,0,1,0,0,
R_AbvRF66oHBUUI3T,,,,,,,,,,,
R_28MWzFRNvI74qEf,,,,,,,,,,,
R_331Ntw3b5zBRaYc,,"Nothin I’m not aware of. I’m Asian and white my kids are mostly Asian. My wife is Asian. I took self defense growing up plenty of fights I’m hardly scared , I believe in the second amendment and I have pit bull mix dogs. So do it in front of me or try me. See what happens. ",0,0,1,1,0,0,0,0,
R_3EgroSdP6GRBAyE,the attacks on asians has been rampant specially in big cities. many have been hurt and some have died due to the violence they encounter.  the asian community should ensure we vote people who will defend them and criminalize any and all violence against them.,,1,0,0,1,0,0,0,0,
R_12Q0Hlzpl4lemAV,"Bring part of the Asian community I have trouble reading things like this. But the first thought was hate and discrimination is no good. It really doesn't matter what ethnicity or race you are, hate is hate. Doesn't have to be Asian hate, or black hate. People need to stop and seriously have respect for every race and ethnicity.",,1,1,0,1,1,0,0,0,
R_3MPzHCXOsA52iXU,,,,,,,,,,,
R_1Le4cGx15swMgbh,,,,,,,,,,,
R_2u9pMEl73R8Pgfn,,It saddens me that people are just so mean because I am also Asian and I have experienced being made uncomfortable by another white person. It was not the same intensity but it still bothers me. I feel like everyone should do their part to put a stop to racism.,1,0,0,0,0,1,0,0,
R_3iP5Ij2iW8b33Xb,Very disgusted. No one deserves to be treated like this. Very disgusting ,,0,0,0,1,0,0,0,0,
R_T1nSGHkNB39CkLf,,,,,,,,,,,
R_2ccL5ZUcDyphgl7,,The article stated true facts. I’ve witnessed extreme discrimination against Asians in the US who were blamed for causing the pandemic. I agree with what the article stated about discrimination against people with color,1,1,1,0,0,0,0,0,
R_11j4NFrJzjn5j7G,I am not that people surprised that some have taken it to the level of physically harming another person. It’s sad to see that people are blaming our race for something that we had no control over. I am am Asian American and reading this article has put me on guard when I go out of my house because I have not personally dealt with this situation yet.,,0,0,0,0,1,1,0,0,
R_2bKtttH5TIV7BPx,,I am a bit confused about the fact. I hope that stops and never happens to Asians . Personally I would cry ,0,0,0,0,1,0,0,0,
R_8nWrejp4UaLi7hD,It was not new as there have been many hate crime incidents reported or seen on the media. Asian Americans late spoke up. It is wrong and not fair to equate the source of virus to the people w black hair and yellow skin.,,1,0,1,1,0,0,0,0,
R_2Vdw7jvRrVbGUzr,,,,,,,,,,,
R_2f3QiMS5bpylW6q,,,,,,,,,,,
R_3ssOfWd3CEYHI32,I could relate to the article as it is something I have experienced before. People who believe they are entitled to such acts of discrimination need to be better educated on such topics. This will hopefully lead to change in the future ,,0,0,1,0,0,0,0,0,
R_1IKS9FhbGWvvz8c,,,,,,,,,,,
R_3NU8LwfNvaqh4Ys,It is a very informative article. I also agree with everything written in this. And I believe that this needs to be talked about more.,,0,0,0,0,0,0,0,0,
R_3oAtnuXWaMCe5s4,I think it’s really upsetting and disgusting that people believe they can behave this way with people of a certain race. It just goes to show how we live in a world where stereotypes and hatred are still very prevalent Over reasons that are completely ridiculous,,0,0,0,1,0,0,0,0,
R_32Jc48pNeq2GfdI,,Thr article is somehow true and i can rekate to it as i myself experienced being not liked by other race ,0,0,0,0,0,0,0,0,
R_1eQ03CPyGz8QSkk,,,,,,,,,,,
R_2wdanNI6dTKL7IL,,,,,,,,,,,
R_cMU44iiQhcaEnND,,Racism is deeply rooted in this country's history.  We can do better but it is hard.  We need to support each other.,0,0,0,0,0,0,0,0,
R_88EFFhxQ6nE0b0R,,"I am appalled because people have not learned from other hate crimes done to other minorities. 
Asian hate crimes are not new. It’s just that because of the pandemic, these crimes become more prevalent. I think hating other people because of their race, sex, language, and color is the world’s biggest source of wars, riots, murders and alike.",1,1,1,1,0,0,0,0,
R_PvLwfrdJdAhdOEx,,,,,,,,,,,
R_1IS3A2Vstgp50Rs,I feel that Asian Americans are always picked on. Most of them were taught to just be obedient and suck it up and not make a deal out of situations. It's like they're not accepted anywhere.,,0,0,0,0,0,0,0,0,
R_1Cex2Uw3Skda4wt,,"I am appalled at the way these people are treated.
I hate how they are being treated just because of the way they look.
This is just a lame excuse to be racially discriminatory",0,0,0,1,0,0,,0,
R_22zvU1gpGg8rB6s,I think this is horrible.   But I don’t think hate crimes against Asians are as prevalent as the media makes us believe.  We can stop all of this through education. ,,1,0,0,0,0,0,0,0,
R_RXESuDwz4ucUP3X,,,,,,,,,,,
R_2txO5bRdkmdAR7o,Anti-Asian hate has been around forever. Interment camps largely overlooked in US history. Brushed aside or given little coverage as the hate crime and racist act it was.,,1,0,1,0,0,0,0,0,
R_povz4lKhyOQxzcl,,"the article was sad because asian are getting discriminate for cov19.  It show that asian hate crime are increasing in the united states.  After reading the article, it make you not to travel.  ",1,0,0,0,1,1,0,0,
R_2ccGC8m10ez1cSR,,,,,,,,,,,
R_1pxkGfnyW7m8KrJ,,,,,,,,,,,
R_3Eu23xtl6h53Cy1,,"As an Asian, I have seen and have been subject to discrimination myself. I have been call a terrorist because I am Muslim and Asian. I am really disgusted by the fact that this problem continues to persist in the modern world.",1,0,0,1,0,0,0,0,
R_5oG8PcezjMaGI9j,"I am abhorred by the incidents blaming Asians for COVID.
While the incidents are quite rough on Asians, I have not seen it in my area.
I agree we should bond together for unity and defense.",,1,0,0,1,0,0,0,0,
R_1lgTDEuaFpo6JW7,,,,,,,,,,,
R_yraUDjTMtVNiPNT,I feel dissatisfied as an asian person. People shouldn’t be treated like that just because of a virus. We should be taken a stand for our human rights.,,0,0,0,0,0,0,0,0,
R_Y0sGcSAFwe1GMOB,,,,,,,,,,,
R_2AXQQSZkXFqrCgl,"I am very upset and angry about these stupid, no-brain non-Asian people behaving toward Asian Americans since the COVID-19 crisis.   I do believe this author writing the article is 100% correct and he is also trying to warn the Asian-Americans to be more cautious and prepared for the worst.  I have to look out everywhere for my safety.  ",,1,0,0,1,1,0,0,0,
R_pGHPQsR8HRaYH85,"Upset, worry, anger.",,,,,,,,,,
R_0uKBtAtTRjGCSAx,,,,,,,,,,,
R_8C8RIrlbJzyEgoN,,,,,,,,,,,
R_2Uindz2boPGmkLq,,,,,,,,,,,
R_2Xh3LaEtOslGn14,,I have no reaction to this article as I do not believe in what media says. I am myself an Asian born in India and have been in USA for almost 2 decades now. I have NEVER EVER faced any discrimination here.,0,0,0,0,0,0,0,0,
R_D06Q1eFQUJaLGSZ,,I think this article is factual. This article only shows one of thousands of racist incidences that Asian faced everyday.  The level of racism in America is deplorable.,1,0,0,1,0,0,0,0,
R_3p57ZVNMKft7Zaz,That is scary for our generations to come. I'm scared for our children. I wish we didn't have so much hate in our world.,,0,0,0,0,1,0,0,0,
R_1jH6RJo9TOVGwZJ,I am concerned for my family members and myself ,,0,0,0,0,1,0,0,0,
R_3fB21ian2gisehS,,,,,,,,,,,
R_3LdJSHtNoKdmxPT,,,,,,,,,,,
R_2foF4tUCqSjqvN8,,I am aghast to see such hatred and racial differences in a developed country like US. Immigrants can be treated much fairly and given the respect they deserve.victims should stand for one another when such incidents occur,0,0,0,0,1,0,0,0,
R_1roBD6PpsBqaWzp,,"It is nothing new.  America's history is full of racial discriminations.  Jews, Germans, Italians, Japanese, Chinese, Blacks, Latinos, Native Americans etc. all have shared similar experiences.  This too, shall pass ",1,1,1,0,0,0,0,0,
R_BMo8p5VeBiIFT8Z,People are just rude,,0,0,0,0,0,0,0,0,
R_3QQXKllEFXybHyQ,,,,,,,,,,,
R_3kjHMK0Ku5Pfstp,, I think that what happened was disgusting. The main reason for this is ignorance. People she be more educated on these topics.,0,0,0,0,0,0,0,0,
R_C7z7kp9GQidM4dX,"It is very true, and I feel sad and worried for my family ‘s safety",,0,0,0,0,1,1,0,0,
R_27lfooI8eFZKKXa,This article is a wake-up call to America. There’s something very wrong in our country and something serious needs to be done now. Hate crime of any nature is just unacceptable.,,0,0,0,1,0,0,0,0,
R_3HGqkMiQd7V5sIK,,,,,,,,,,,
R_3GxoPY9cVcqNImW,It was not shocking but horrible. People will always find some hate in others,,0,0,1,0,0,1,0,0,
R_p6IR6VJ7DS7sjxD,,"I was disappointed to read of these levels as well as the description of the hate in the opening paragraph.  But I'm not surprised by the report, as I experience some of the hate reported in the story.  I felt sympathy for the minorities mentioned.",0,1,1,0,0,1,0,0,
R_tL0WryxFaNAzZ29,,,,,,,,,,,
R_1NrfY5OgADGJQmD,,I like to read this article as it is good timing to alarm americans of the existence of hate asian crime,1,0,0,0,0,0,0,0,
R_VU23FcRaXmsjHMd,,"I'm not surprised. Sadly, the racism against Asians is often ignored. During the pandemic, nobody cared. As someone who was born and raised in the United States to Chinese immigrant parents, nobody cares about Asian issues. I've experienced so my racism though out my life. I've had to ignore much of it, but some days  the frustration has taken over and reacted in ways i'm not going to discuss here.",1,0,1,1,0,1,0,0,
R_1FPxbLHnrPa6wV5,"This article confirms facts that I already knew, and reading it reminds me to remain vigilant about my safety and the safety of other Asian Americans.  It is a heartbreaking time for Asian Americans and their families.  The hate and fear we are experiencing is real and we never know when it will happen to us.",,1,0,1,0,1,1,0,0,
R_3IS0Gfw6LZkkmF8,,,,,,,,,,,
R_3D7t8f2qs2vMctQ,i am disgusted by how she was treated.,,0,0,0,0,0,0,0,0,
R_3iyWddGB83ZmppG,,,,,,,,,,,
R_2SvPeXo6ZLZDzs4,,Very concerned and worried about the future Asian generation ,0,0,0,0,1,0,0,0,
R_sv7Fqc6iDao3L7H,,,,,,,,,,,
R_pAI83oIifJk6MY9,"It is very sad, disgusting and true. I feel like a target for violence when walking around some neighborhood.",,0,0,0,0,1,1,0,0,
R_31infJFr9LAxlf8,,,,,,,,,,,
R_2E0RchINTZd8o3L,,"I believe it is true. I believe discrimination is in every race. Minority races discriminate majority race as well, and minority race discriminate against each other too.",0,0,0,0,0,0,0,0,
R_1MMu47U7zD2nVcD,None do,,0,0,0,0,0,0,1,0,
R_xorSTQV9FA3YD5v,,"I have seen many news about anti Asian hate crimes since the Covid situation has appeared.  However, it is my understanding that anti Asian hate has occurred a very long time this Covid situation just increased it.  Many Asians are not as confrontational as other people of color.  Unfortunately ignorance and moronic behavior is common in people.",1,0,1,0,0,0,0,0,
R_07e2nYfpaps2aMF,,,,,,,,,,,
R_3fIWgwauAJSoHeM,,I found the article a nice read. It was not new information to me. I do believe our country definitely needs to change before it is too late,0,0,1,0,0,0,0,0,
R_ve2T5zXZP67w8Tv,,,,,,,,,,,
R_3nvzHFWBEYBoxXb,,"I am total agree what happened to pass three years.
I think we need to stand up for Anti-Asian.
We need to do something to show we are parts of U.S.A.",1,0,0,0,0,0,0,0,
R_1H7FKyeDIBaMrYX,"I have been aware of the situation. I am of Asian descent and, luckily, I have not experienced any of that hatred directly, as far as I recall. This is also an indication of the ignorant, uneducated state of the country.",,1,0,1,0,0,0,0,0,
R_0pjo5lYZg8ZQluV,,,,,,,,,,,
R_bQ5mMw9eml0EEKt,,Great. Awesome and happy ,0,0,0,0,0,0,1,0,
R_2fDRHCVMdS9StED,,,,,,,,,,,
R_3PYWp4roEHTkbHo,It's disturbing and it's not right....,,0,0,0,0,1,0,0,0,
R_20S4LKsWPx7mUYJ,"Pain. Fear. Frustration. Like I can’t really do much about it, but hope I’m never targeted one day.",,0,0,0,0,1,0,0,0,
R_3LYbBAtvCi8mbu6,,It Is disgusting to hear and read. Government should do more to stop this hate against Asians. Asians will need to step up for themselves.,1,0,0,1,0,0,0,0,
R_3qxiT8gVnGY62FR,,I understand that some people discriminate Asian. However it is not wise to say or show attitude. No one can choose the skin color ,1,0,0,0,0,0,0,0,
R_2S2Jd48jPXa6MdH,I'm shocked and appalled.  We need to educate people  about the covid 19 and be torerable.  Once the epidemic reach a pandemic it's hard to stop. ,,0,0,0,1,0,0,0,0,
R_2dsiOOp6dAODjXH,,,,,,,,,,,
R_2V3mC4ObGYUNoNu,,,,,,,,,,,
R_3ndXfYGIQYljwVR,,,,,,,,,,,
R_A6TCHdRFyBgihe9,,I hate racist. We can live without racist. This place would be better.,0,0,0,1,0,0,0,0,
R_qI92fggI4vE0aMp,,,,,,,,,,,
R_3MsBO5fAiOdPAfO,"Upon reading the article, I have feelings of shock and disbelief. I am from Hawaii and most residents there are of some type of Asian decent, and therefore, I have not experienced any type of assault or discrimination myself. I feel sorry for the people who have experienced this discrimination and feel called to join the movement with them.",,1,0,0,0,0,1,0,0,
R_3qjLas4yN4JWMCo,"I felt sorry for the people getting harrased.
I felt that people should not be profiled based on their appearance.
I hope things like this stop happening without righteous cause.",,0,0,0,0,0,1,0,0,
R_3Db8yUEMvLIBsXC,I don’t like what happened to the girl. It’s not right. Racism is not good.,,0,0,0,0,0,0,0,0,
R_1mWXfzBcMQi0iUi,,It makes me angry to know that Asian Americans are being spat on or just being hated just because they supposedly brought Covid-19. It shows that people are racist and are mean. I couldn't believe such people would do such things to Asian Americans.,1,0,0,1,0,0,0,0,
